N,P,K,temperature,humidity,ph,label
131,35,18,24.49113,82.24416,7.057693,13
135,43,16,23.47987,81.73049,6.72045,13
100,46,18,24.18586,76.04204,6.43169,13
123,39,24,25.00755,78.17952,7.453106,13
117,56,15,25.99237,77.05435,7.368258,13
121,36,24,23.66457,81.69105,7.352402,13
101,58,18,25.66891,81.38103,6.652144,13
107,42,24,22.04613,84.62978,6.144632,13
100,41,22,22.42048,84.55795,7.318802,13
125,39,21,25.0315,82.21277,7.954629,13
105,60,23,23.53371,77.21706,6.207652,13
102,46,19,22.77076,82.59933,6.631005,13
131,49,22,25.49848,79.97516,7.306919,13
139,35,15,25.24868,83.46301,5.898293,13
108,36,19,22.7825,77.51235,7.238567,13
118,45,23,23.37044,77.43199,7.977651,13
107,51,22,24.86561,78.22081,5.983076,13
125,60,17,24.14386,84.51591,6.785724,13
113,37,20,25.033,79.04369,7.393441,13
131,52,16,23.65724,84.47601,6.486068,13
115,48,16,25.5436,84.0923,7.175935,13
113,38,25,22.00085,79.47271,7.388266,13
111,41,18,23.64328,78.12587,6.105398,13
111,53,19,23.96436,78.02763,6.419537,13
122,48,16,24.65426,75.63507,6.307586,13
108,46,17,24.3018,84.87669,6.932215,13
132,41,22,24.29145,81.02453,7.810866,13
103,42,17,24.2947,84.61528,6.527542,13
133,50,25,25.7218,81.19666,7.569455,13
127,37,18,24.87664,76.3005,7.041066,13
110,39,25,22.60612,77.34264,7.208795,13
131,38,19,23.86814,75.6834,6.814342,13
108,38,24,23.41022,76.43837,7.442217,13
122,40,17,24.96441,81.31678,6.854559,13
111,50,15,25.1682,80.30352,7.88455,13
140,40,17,22.72767,77.07598,6.006086,13
100,40,20,22.45146,76.25675,7.432044,13
123,50,16,23.0492,75.53835,6.498052,13
107,36,21,25.2925,75.66653,6.205264,13
118,50,19,22.95604,82.33734,6.360812,13
103,51,20,22.80213,84.14668,7.046607,13
133,57,19,23.54235,75.98203,7.947011,13
129,47,20,24.41212,80.80344,6.281914,13
116,52,19,22.94277,75.37171,6.114526,13
114,40,23,25.53676,81.13669,6.753978,13
131,60,17,25.32024,81.79476,7.425041,13
107,43,18,22.42673,81.53481,6.745104,13
123,44,21,25.78544,75.00539,7.641117,13
112,49,25,25.6896,77.90621,6.470135,13
119,44,15,22.14594,82.85975,7.091992,13
130,59,19,25.07279,82.50258,6.520404,13
127,53,24,22.21507,76.17852,6.12794,13
134,52,18,23.96431,76.59176,7.99468,13
109,36,18,25.40059,76.53238,7.524708,13
100,48,17,23.78051,83.03879,7.827878,13
132,52,19,24.16402,76.74339,6.436692,13
102,37,25,25.31468,77.91757,5.907931,13
111,39,22,22.60362,80.3509,6.135025,13
117,51,15,22.95357,78.71556,6.044557,13
136,36,24,22.74447,80.41198,7.59782,13
134,56,18,23.80835,83.91903,6.691268,13
112,54,15,25.46229,81.56642,6.175492,13
105,56,15,25.9678,81.97904,7.272316,13
140,45,15,25.53083,80.04663,5.801048,13
126,46,25,24.43847,81.69802,6.757458,13
106,49,24,23.03888,76.4704,6.983396,13
121,53,19,23.51309,76.72621,7.976889,13
108,60,17,22.75806,76.75768,6.558903,13
116,56,17,24.71253,77.72931,7.97909,13
100,52,19,23.45969,82.44777,7.903529,13
129,43,16,25.55037,77.85056,6.732109,13
118,44,23,22.08458,82.82904,6.69169,13
117,43,25,24.68855,78.51207,7.839849,13
126,37,21,25.84997,84.16855,6.614486,13
120,48,16,22.46054,75.40989,7.456972,13
102,45,16,23.6563,77.52426,7.294219,13
131,56,20,22.00817,81.83896,7.762648,13
114,40,17,24.3263,80.13456,6.363406,13
101,37,18,22.92361,82.68739,7.637378,13
106,46,20,23.43822,78.63389,6.200672,13
113,38,20,22.10719,78.5832,6.36473,13
102,53,21,23.03814,76.11022,6.913679,13
110,39,18,24.54795,75.39753,7.76626,13
107,58,15,23.73868,75.77504,7.556064,13
120,60,15,22.31872,83.8613,7.288377,13
89,47,38,25.52469,72.24851,6.002525,14
60,37,39,26.59105,82.94164,6.033485,14
63,41,45,25.29782,86.88705,7.121934,14
86,40,39,25.72101,88.16514,6.20746,14
96,41,40,23.58419,72.00461,6.09006,14
100,35,36,25.31042,72.01364,6.346715,14
63,37,43,23.41799,85.0864,6.661958,14
70,43,40,24.35564,88.80391,6.17686,14
67,55,44,26.28402,75.1464,7.251847,14
74,40,40,25.13843,83.12054,6.38626,14
89,53,44,24.88693,71.91712,7.319735,14
74,46,45,25.75735,88.36669,6.025029,14
89,41,38,23.12844,74.68323,6.344752,14
60,55,40,24.995,88.95693,7.02778,14
67,43,38,25.21623,70.8826,7.299305,14
70,38,35,24.39736,79.26862,7.014064,14
74,49,38,23.3141,71.45091,7.488014,14
90,40,39,25.72669,81.86172,6.626504,14
82,35,44,26.96656,78.21048,6.239011,14
73,45,37,23.70467,74.63745,6.742688,14
85,53,38,24.90076,73.84186,6.588017,14
81,56,36,23.39606,72.60513,7.097586,14
84,55,38,26.87484,79.78725,6.956683,14
80,45,42,23.14265,74.9974,7.380396,14
76,54,45,24.29497,77.62976,6.176619,14
76,56,39,24.39459,89.89107,6.55113,14
81,40,45,25.76294,80.76238,6.427727,14
76,44,45,25.48797,84.48236,6.740948,14
69,47,40,25.37123,76.24037,6.130136,14
82,40,45,26.21313,81.70476,6.667633,14
69,57,35,24.30749,78.54341,6.186814,14
81,36,38,23.76555,87.9833,6.334838,14
67,60,38,24.79853,78.53037,7.162143,14
72,51,40,23.20684,74.09957,7.422318,14
65,39,45,23.66805,70.89001,6.768001,14
78,50,43,25.12418,85.72531,6.348441,14
77,52,41,23.89069,83.46409,6.097294,14
89,52,42,23.09434,81.45139,6.141329,14
62,49,37,24.21745,82.85284,7.479248,14
90,48,45,24.06476,71.31343,6.509175,14
66,47,36,24.85441,74.4407,6.572561,14
80,52,39,26.41915,76.85691,7.165697,14
89,52,45,24.89326,77.01223,7.207457,14
77,51,44,23.25583,82.70159,7.124334,14
94,37,41,24.76345,87.06071,6.463539,14
75,41,35,24.97043,78.62698,6.856833,14
60,55,36,26.12797,80.49173,7.132389,14
62,56,35,25.97826,81.6577,6.235358,14
84,40,42,26.28306,73.35764,6.704274,14
100,56,40,26.38905,83.3124,7.433313,14
75,56,44,25.27463,73.74596,6.109478,14
78,46,42,23.095,78.4596,7.095413,14
82,48,36,25.79352,81.76904,6.352077,14
100,58,41,23.17403,87.88255,6.65877,14
88,50,40,25.63215,79.95151,7.051822,14
67,41,40,25.8488,87.81662,7.333143,14
72,42,43,26.56767,80.90425,6.352771,14
89,40,43,26.24532,72.97198,7.12405,14
89,57,43,26.91515,73.19898,6.998787,14
61,41,44,24.36972,82.1132,6.537915,14
79,45,43,25.71901,79.15532,7.171054,14
84,40,43,25.01158,88.3313,7.228268,14
98,43,35,25.40786,76.44049,7.319952,14
75,36,44,23.28081,74.27607,6.613341,14
89,58,35,23.98652,82.09053,6.096839,14
91,41,37,24.48556,83.2063,6.132571,14
77,48,36,25.86705,84.09985,7.360085,14
66,58,35,23.56438,79.46283,7.321619,14
62,59,41,24.22488,74.89465,7.175171,14
82,35,35,25.49387,86.97061,7.299076,14
61,41,35,24.97179,79.47558,6.842966,14
99,57,38,24.80625,82.09282,6.356296,14
70,42,43,23.16815,76.66725,6.508343,14
90,59,35,24.25133,89.86454,7.098228,14
73,43,42,26.58361,78.00775,6.3107,14
67,46,44,26.82489,78.20393,7.093329,14
84,37,42,25.49675,81.13449,6.691074,14
72,41,36,24.09874,80.57227,6.187747,14
71,56,37,23.18867,86.209,6.491506,14
64,53,38,26.24347,78.51064,6.855363,14
65,54,39,23.75092,71.14783,7.124572,14
60,58,37,26.13872,79.11889,6.067302,14
86,39,43,26.14577,71.23691,6.432052,14
90,50,44,26.91644,73.48656,6.253409,14
91,38,36,26.5233,77.17332,7.287319,14
87,48,38,23.8158,80.94024,7.161866,14
72,41,36,26.50839,86.84264,6.065898,14
71,54,35,26.63952,70.95706,7.311077,14
82,46,41,23.32501,79.79609,6.581694,14
71,52,43,26.4755,73.96165,6.732826,14
80,43,43,23.78756,74.36794,6.014572,14
77,55,43,25.49942,75.99988,6.663559,14
95,57,41,23.24926,73.65347,6.434611,14
63,47,35,26.98582,89.05588,7.432768,14
93,43,38,23.61475,86.1429,6.987333,14
87,44,43,23.87484,86.79261,6.718725,14
88,52,39,23.92888,88.07112,6.880205,14
90,39,37,24.81441,81.68689,6.861069,14
90,39,43,24.44744,82.28648,6.769346,14
84,38,43,26.57422,73.81995,7.261581,14
91,21,26,26.33378,57.3647,7.261314,15
107,21,26,26.45288,55.32223,7.23507,15
83,38,35,25.70823,52.88667,7.189156,15
108,24,31,24.12833,56.18108,6.4319,15
116,28,34,23.44372,60.39523,6.423211,15
116,23,25,23.41237,52.26995,6.86972,15
109,31,27,23.05952,50.40609,6.97384,15
89,25,34,23.07895,63.65861,7.184802,15
118,18,32,27.64961,51.11044,6.351824,15
111,32,34,25.46744,69.35161,6.392048,15
84,36,28,26.73506,55.55165,6.119892,15
85,33,25,26.20811,52.50988,6.910824,15
99,15,27,27.04242,57.27927,6.501157,15
81,30,31,24.6509,51.93952,7.027586,15
95,39,29,27.35153,55.99375,7.134114,15
81,34,30,25.17788,62.26245,6.647766,15
80,15,28,23.11439,68.00096,6.703271,15
104,20,26,27.22784,52.95262,7.493192,15
109,29,28,23.26317,60.516,6.724689,15
100,32,26,25.23466,57.53161,6.043486,15
100,24,28,25.59535,57.72921,7.101661,15
83,21,28,25.56748,60.49245,7.466901,15
120,23,28,25.67324,51.29044,6.877799,15
104,26,30,24.40727,62.65693,6.410993,15
108,33,31,23.69287,66.7609,7.393826,15
91,25,26,24.5346,66.99765,7.482414,15
86,26,27,27.1314,52.89368,6.081173,15
98,18,27,27.56089,68.493,6.516312,15
111,27,31,23.59302,55.27565,6.043331,15
84,39,35,23.17714,52.13864,6.959404,15
98,27,27,24.71384,51.29143,7.23811,15
118,21,34,24.38535,64.72543,7.234258,15
103,27,31,27.15999,51.59101,6.691541,15
82,24,33,26.53543,67.09608,6.809594,15
86,31,35,27.01207,60.76645,6.485761,15
88,35,35,27.55906,58.45743,6.784461,15
84,27,29,23.32293,53.00366,7.167093,15
120,40,33,24.23851,54.3033,6.734105,15
106,40,30,23.42612,64.10652,6.779984,15
113,21,33,26.02241,55.83289,7.277423,15
117,34,25,24.83846,56.76853,7.2127,15
80,30,25,26.24092,65.64381,7.487267,15
88,21,27,24.43012,66.02411,7.231167,15
113,33,34,26.00374,62.14451,6.559817,15
87,23,28,26.22367,62.26595,6.979591,15
113,15,29,27.09617,63.55324,6.77923,15
98,29,30,25.64004,61.03273,6.217974,15
97,29,27,27.74577,54.36976,7.205079,15
85,35,32,26.24928,54.28618,6.854011,15
82,29,35,26.67377,52.24226,6.246872,15
103,33,25,27.1021,55.74973,6.911066,15
112,17,28,27.62975,61.26003,6.777418,15
99,19,33,27.53645,55.51673,6.273742,15
120,20,34,23.56961,50.5634,6.906125,15
114,27,28,24.99452,57.9325,7.162802,15
100,40,35,27.56442,54.41094,6.955787,15
108,35,25,23.98143,61.10935,6.971963,15
115,31,30,24.22985,67.37768,6.840928,15
87,28,30,25.60154,68.66258,6.536677,15
82,24,26,24.31274,53.57286,6.089444,15
94,26,27,26.3663,52.25738,7.45646,15
87,28,35,26.56028,57.16218,6.759212,15
118,40,35,26.35034,58.5065,7.460175,15
87,38,29,25.20407,57.8837,6.652643,15
92,40,30,23.35723,55.18792,6.026287,15
97,22,26,23.60568,59.68849,6.07419,15
99,40,32,24.18471,69.94807,7.045543,15
89,28,33,26.44414,53.83876,6.993236,15
112,39,29,26.12492,63.37479,6.726529,15
111,28,26,27.77363,64.47859,6.937353,15
114,20,26,25.55657,62.67088,7.279057,15
117,26,30,27.92374,67.96911,7.079851,15
111,29,31,26.05968,52.31099,6.136287,15
119,30,28,26.35771,64.57578,6.505204,15
116,40,33,24.9137,54.15319,7.042089,15
95,37,35,27.31317,68.42334,6.348338,15
86,40,33,26.13879,52.26312,7.432322,15
117,37,32,23.10694,67.06231,6.787659,15
105,18,35,23.52648,68.44031,6.743417,15
109,23,25,25.11711,68.4803,7.007332,15
80,18,31,24.02953,58.84881,7.303033,15
101,31,26,26.70898,69.71184,6.861235,15
103,33,33,26.71717,50.50149,7.131436,15
93,26,27,24.59246,56.4683,7.288212,15
104,35,28,27.51006,50.66687,6.983732,15
116,36,25,27.57848,58.52534,6.17209,15
107,38,29,26.65069,57.56696,6.351182,15
101,33,33,26.97252,62.01836,6.908671,15
107,31,31,23.17125,52.97841,6.766184,15
99,16,30,23.52652,65.44341,6.392792,15
103,40,30,27.30902,55.19622,6.348316,15
118,31,34,27.54823,62.88179,6.123796,15
106,21,35,25.62736,57.04151,7.428524,15
116,38,34,23.2925,50.04557,6.020947,15
97,35,26,24.91461,53.74145,6.33461,15
107,34,32,26.77464,66.41327,6.780064,15
99,15,27,27.41711,56.63636,6.086922,15
118,33,30,24.1318,67.22512,6.362608,15
117,32,34,26.27242,52.12739,6.758793,15
104,18,30,23.60302,60.39647,6.779833,15
